                                                                                                                                    
{'loss': 3.8655, 'grad_norm': 2.0756118297576904, 'learning_rate': 0.0001999964908278481, 'epoch': 0.01}
{'loss': 0.0, 'grad_norm': 5.002837860956788e-05, 'learning_rate': 6.592922480560483e-05, 'epoch': 1.83}
{'loss': 0.0, 'grad_norm': 4.87934667035006e-05, 'learning_rate': 6.51427952678185e-05, 'epoch': 1.84}
{'loss': 0.0, 'grad_norm': 4.79228219774086e-05, 'learning_rate': 6.435881212867493e-05, 'epoch': 1.85}
{'loss': 0.0, 'grad_norm': 5.0583974370965734e-05, 'learning_rate': 6.357733041081018e-05, 'epoch': 1.86}
{'loss': 0.0, 'grad_norm': 4.9334987124893814e-05, 'learning_rate': 6.27984049613019e-05, 'epoch': 1.86}
{'loss': 0.0, 'grad_norm': 4.823411290999502e-05, 'learning_rate': 6.20220904478199e-05, 'epoch': 1.87}
{'loss': 0.0, 'grad_norm': 4.997453652322292e-05, 'learning_rate': 6.12484413547897e-05, 'epoch': 1.88}
{'loss': 0.0, 'grad_norm': 4.75010929221753e-05, 'learning_rate': 6.047751197956838e-05, 'epoch': 1.89}
{'loss': 0.0, 'grad_norm': 4.960623482475057e-05, 'learning_rate': 5.9709356428633746e-05, 'epoch': 1.9}
{'loss': 0.0, 'grad_norm': 4.886845272267237e-05, 'learning_rate': 5.8944028613787206e-05, 'epoch': 1.9}
{'loss': 0.0, 'grad_norm': 4.945610635331832e-05, 'learning_rate': 5.818158224836987e-05, 'epoch': 1.91}
{'loss': 0.0, 'grad_norm': 4.791536775883287e-05, 'learning_rate': 5.7422070843492734e-05, 'epoch': 1.92}
{'loss': 0.0, 'grad_norm': 4.8931382480077446e-05, 'learning_rate': 5.666554770428129e-05, 'epoch': 1.93}
{'loss': 0.0, 'grad_norm': 4.9198501073988155e-05, 'learning_rate': 5.591206592613416e-05, 'epoch': 1.94}
{'loss': 0.0, 'grad_norm': 4.698043267126195e-05, 'learning_rate': 5.5161678390996796e-05, 'epoch': 1.94}
{'loss': 0.0, 'grad_norm': 4.784235352417454e-05, 'learning_rate': 5.441443776365003e-05, 'epoch': 1.95}
{'loss': 0.0, 'grad_norm': 4.816142609342933e-05, 'learning_rate': 5.3670396488013854e-05, 'epoch': 1.96}
{'loss': 0.0, 'grad_norm': 4.8905625590123236e-05, 'learning_rate': 5.292960678346675e-05, 'epoch': 1.97}
{'loss': 0.0, 'grad_norm': 4.7300156438723207e-05, 'learning_rate': 5.2192120641180786e-05, 'epoch': 1.98}
{'loss': 0.0, 'grad_norm': 4.840597466682084e-05, 'learning_rate': 5.145798982047261e-05, 'epoch': 1.98}
{'loss': 0.0, 'grad_norm': 4.689838533522561e-05, 'learning_rate': 5.072726584517086e-05, 'epoch': 1.99}
{'loss': 0.0, 'grad_norm': 4.598552186507732e-05, 'learning_rate': 5.000000000000002e-05, 'epoch': 2.0}
{'loss': 0.0, 'grad_norm': 4.8142588639166206e-05, 'learning_rate': 4.927624332698109e-05, 'epoch': 2.01}
{'loss': 0.0, 'grad_norm': 4.821814218303189e-05, 'learning_rate': 4.8556046621849346e-05, 'epoch': 2.02}
{'loss': 0.0, 'grad_norm': 4.827079101232812e-05, 'learning_rate': 4.783946043048923e-05, 'epoch': 2.02}
{'loss': 0.0, 'grad_norm': 4.82287687191274e-05, 'learning_rate': 4.712653504538683e-05, 'epoch': 2.03}
{'loss': 0.0, 'grad_norm': 4.671431452152319e-05, 'learning_rate': 4.6417320502100316e-05, 'epoch': 2.04}
{'loss': 0.0, 'grad_norm': 4.8772795707918704e-05, 'learning_rate': 4.5711866575748276e-05, 'epoch': 2.05}
{'loss': 0.0, 'grad_norm': 4.735859693028033e-05, 'learning_rate': 4.501022277751602e-05, 'epoch': 2.06}
{'loss': 0.0, 'grad_norm': 4.544895273284055e-05, 'learning_rate': 4.431243835118124e-05, 'epoch': 2.06}
{'loss': 0.0, 'grad_norm': 4.7969027946237475e-05, 'learning_rate': 4.361856226965733e-05, 'epoch': 2.07}
{'loss': 0.0, 'grad_norm': 4.743839963339269e-05, 'learning_rate': 4.2928643231556844e-05, 'epoch': 2.08}
{'loss': 0.0, 'grad_norm': 4.8270594561472535e-05, 'learning_rate': 4.224272965777326e-05, 'epoch': 2.09}
{'loss': 0.0, 'grad_norm': 4.6553483116440475e-05, 'learning_rate': 4.15608696880828e-05, 'epoch': 2.1}
{'loss': 0.0, 'grad_norm': 4.5700082409894094e-05, 'learning_rate': 4.08831111777658e-05, 'epoch': 2.1}
{'loss': 0.0, 'grad_norm': 4.789140439243056e-05, 'learning_rate': 4.020950169424815e-05, 'epoch': 2.11}
{'loss': 0.0, 'grad_norm': 4.6777295210631564e-05, 'learning_rate': 3.954008851376252e-05, 'epoch': 2.12}
{'loss': 0.0, 'grad_norm': 4.842386260861531e-05, 'learning_rate': 3.887491861803085e-05, 'epoch': 2.13}
{'loss': 0.0, 'grad_norm': 4.7184614231809974e-05, 'learning_rate': 3.821403869096658e-05, 'epoch': 2.14}
{'loss': 0.0, 'grad_norm': 4.468490442377515e-05, 'learning_rate': 3.755749511539845e-05, 'epoch': 2.14}
{'loss': 0.0, 'grad_norm': 4.6090299292700365e-05, 'learning_rate': 3.690533396981504e-05, 'epoch': 2.15}
{'loss': 0.0, 'grad_norm': 4.67317586299032e-05, 'learning_rate': 3.6257601025131026e-05, 'epoch': 2.16}
{'loss': 0.0, 'grad_norm': 4.7517627535853535e-05, 'learning_rate': 3.561434174147463e-05, 'epoch': 2.17}
{'loss': 0.0, 'grad_norm': 4.5399516238830984e-05, 'learning_rate': 3.497560126499709e-05, 'epoch': 2.18}
{'loss': 0.0, 'grad_norm': 4.560398883768357e-05, 'learning_rate': 3.4341424424704375e-05, 'epoch': 2.18}
{'loss': 0.0, 'grad_norm': 4.5303280785446987e-05, 'learning_rate': 3.371185572931048e-05, 'epoch': 2.19}
{'loss': 0.0, 'grad_norm': 4.451091444934718e-05, 'learning_rate': 3.308693936411421e-05, 'epoch': 2.2}
{'loss': 0.0, 'grad_norm': 4.7023946535773575e-05, 'learning_rate': 3.246671918789755e-05, 'epoch': 2.21}
{'loss': 0.0, 'grad_norm': 4.65226657979656e-05, 'learning_rate': 3.1851238729848034e-05, 'epoch': 2.22}
{'loss': 0.0, 'grad_norm': 4.535768675850704e-05, 'learning_rate': 3.124054118650327e-05, 'epoch': 2.22}
{'loss': 0.0, 'grad_norm': 4.589153832057491e-05, 'learning_rate': 3.063466941871952e-05, 'epoch': 2.23}
{'loss': 0.0, 'grad_norm': 4.5845412387279794e-05, 'learning_rate': 3.0033665948663448e-05, 'epoch': 2.24}
{'loss': 0.0, 'grad_norm': 4.681885548052378e-05, 'learning_rate': 2.9437572956827964e-05, 'epoch': 2.25}
{'loss': 0.0, 'grad_norm': 4.6058077714405954e-05, 'learning_rate': 2.8846432279071467e-05, 'epoch': 2.26}
{'loss': 0.0, 'grad_norm': 4.4496038754004985e-05, 'learning_rate': 2.826028540368215e-05, 'epoch': 2.26}
{'loss': 0.0, 'grad_norm': 4.570679448079318e-05, 'learning_rate': 2.7679173468465812e-05, 'epoch': 2.27}
{'loss': 0.0, 'grad_norm': 4.552466998575255e-05, 'learning_rate': 2.7103137257858868e-05, 'epoch': 2.28}
{'loss': 0.0, 'grad_norm': 4.423399514053017e-05, 'learning_rate': 2.6532217200065858e-05, 'epoch': 2.29}
{'loss': 0.0, 'grad_norm': 4.459505726117641e-05, 'learning_rate': 2.5966453364222186e-05, 'epoch': 2.3}
{'loss': 0.0, 'grad_norm': 4.632108175428584e-05, 'learning_rate': 2.540588545758179e-05, 'epoch': 2.3}
{'loss': 0.0, 'grad_norm': 4.691742287832312e-05, 'learning_rate': 2.48505528227304e-05, 'epoch': 2.31}
{'loss': 0.0, 'grad_norm': 4.5638047595275566e-05, 'learning_rate': 2.4300494434824373e-05, 'epoch': 2.32}
{'loss': 0.0, 'grad_norm': 4.601241016644053e-05, 'learning_rate': 2.37557488988552e-05, 'epoch': 2.33}
{'loss': 0.0, 'grad_norm': 4.4416166929295287e-05, 'learning_rate': 2.321635444694028e-05, 'epoch': 2.34}
{'loss': 0.0, 'grad_norm': 4.688476838055067e-05, 'learning_rate': 2.2682348935639274e-05, 'epoch': 2.34}
{'loss': 0.0, 'grad_norm': 4.621105108526535e-05, 'learning_rate': 2.2153769843297667e-05, 'epoch': 2.35}
{'loss': 0.0, 'grad_norm': 4.34994617535267e-05, 'learning_rate': 2.163065426741603e-05, 'epoch': 2.36}
{'loss': 0.0, 'grad_norm': 4.5933174988022074e-05, 'learning_rate': 2.1113038922046602e-05, 'epoch': 2.37}
{'loss': 0.0, 'grad_norm': 4.5525841414928436e-05, 'learning_rate': 2.0600960135216462e-05, 'epoch': 2.38}
{'loss': 0.0, 'grad_norm': 4.632452692021616e-05, 'learning_rate': 2.009445384637805e-05, 'epoch': 2.38}
{'loss': 0.0, 'grad_norm': 4.590962271322496e-05, 'learning_rate': 1.9593555603886538e-05, 'epoch': 2.39}
{'loss': 0.0, 'grad_norm': 4.614867066266015e-05, 'learning_rate': 1.9098300562505266e-05, 'epoch': 2.4}
{'loss': 0.0, 'grad_norm': 4.419597826199606e-05, 'learning_rate': 1.8608723480938206e-05, 'epoch': 2.41}
{'loss': 0.0, 'grad_norm': 4.341287421993911e-05, 'learning_rate': 1.812485871939056e-05, 'epoch': 2.42}
{'loss': 0.0, 'grad_norm': 4.593480844050646e-05, 'learning_rate': 1.7646740237157256e-05, 'epoch': 2.42}
{'loss': 0.0, 'grad_norm': 4.540906229522079e-05, 'learning_rate': 1.7174401590239587e-05, 'epoch': 2.43}
{'loss': 0.0, 'grad_norm': 4.420074765221216e-05, 'learning_rate': 1.6707875928990058e-05, 'epoch': 2.44}
{'loss': 0.0, 'grad_norm': 4.558545697364025e-05, 'learning_rate': 1.6247195995785837e-05, 'epoch': 2.45}
{'loss': 0.0, 'grad_norm': 4.4568714656634256e-05, 'learning_rate': 1.579239412273078e-05, 'epoch': 2.46}
{'loss': 0.0, 'grad_norm': 4.584497582982294e-05, 'learning_rate': 1.5343502229386207e-05, 'epoch': 2.46}
{'loss': 0.0, 'grad_norm': 4.401336263981648e-05, 'learning_rate': 1.4900551820530828e-05, 'epoch': 2.47}
{'loss': 0.0, 'grad_norm': 4.337872451287694e-05, 'learning_rate': 1.4463573983949341e-05, 'epoch': 2.48}
{'loss': 0.0, 'grad_norm': 4.571789031615481e-05, 'learning_rate': 1.40325993882509e-05, 'epoch': 2.49}
{'loss': 0.0, 'grad_norm': 4.368435111246072e-05, 'learning_rate': 1.3607658280716473e-05, 'epoch': 2.5}
{'loss': 0.0, 'grad_norm': 4.596843427862041e-05, 'learning_rate': 1.3188780485176088e-05, 'epoch': 2.5}
{'loss': 0.0, 'grad_norm': 4.377930599730462e-05, 'learning_rate': 1.2775995399915631e-05, 'epoch': 2.51}
{'loss': 0.0, 'grad_norm': 4.3369127524783835e-05, 'learning_rate': 1.2369331995613665e-05, 'epoch': 2.52}
{'loss': 0.0, 'grad_norm': 4.3564643419813365e-05, 'learning_rate': 1.196881881330798e-05, 'epoch': 2.53}
{'loss': 0.0, 'grad_norm': 4.561446257866919e-05, 'learning_rate': 1.1574483962392767e-05, 'epoch': 2.54}
{'loss': 0.0, 'grad_norm': 4.630840339814313e-05, 'learning_rate': 1.1186355118645554e-05, 'epoch': 2.54}
{'loss': 0.0, 'grad_norm': 4.366668872535229e-05, 'learning_rate': 1.0804459522284926e-05, 'epoch': 2.55}
{'loss': 0.0, 'grad_norm': 4.54807814094238e-05, 'learning_rate': 1.042882397605871e-05, 'epoch': 2.56}
{'loss': 0.0, 'grad_norm': 4.5360560761764646e-05, 'learning_rate': 1.0059474843362892e-05, 'epoch': 2.57}
{'loss': 0.0, 'grad_norm': 4.554047336569056e-05, 'learning_rate': 9.696438046391288e-06, 'epoch': 2.58}
{'loss': 0.0, 'grad_norm': 4.530316800810397e-05, 'learning_rate': 9.339739064316233e-06, 'epoch': 2.58}
{'loss': 0.0, 'grad_norm': 4.520428410614841e-05, 'learning_rate': 8.989402931500434e-06, 'epoch': 2.59}
{'loss': 0.0, 'grad_norm': 4.565348717733286e-05, 'learning_rate': 8.645454235739903e-06, 'epoch': 2.6}
{'loss': 0.0, 'grad_norm': 4.602549597620964e-05, 'learning_rate': 8.307917116538378e-06, 'epoch': 2.61}
{'loss': 0.0, 'grad_norm': 4.3367850594222546e-05, 'learning_rate': 7.976815263412963e-06, 'epoch': 2.62}
{'loss': 0.0, 'grad_norm': 4.5931785280117765e-05, 'learning_rate': 7.652171914231776e-06, 'epoch': 2.62}
{'loss': 0.0, 'grad_norm': 4.3031071982113644e-05, 'learning_rate': 7.3340098535827905e-06, 'epoch': 2.63}
{'loss': 0.0, 'grad_norm': 4.3332187487976626e-05, 'learning_rate': 7.022351411174866e-06, 'epoch': 2.64}
{'loss': 0.0, 'grad_norm': 4.505770994001068e-05, 'learning_rate': 6.717218460270536e-06, 'epoch': 2.65}
{'loss': 0.0, 'grad_norm': 4.4480540964286774e-05, 'learning_rate': 6.418632416150927e-06, 'epoch': 2.66}
{'loss': 0.0, 'grad_norm': 4.436290328158066e-05, 'learning_rate': 6.126614234612593e-06, 'epoch': 2.66}
{'loss': 0.0, 'grad_norm': 4.521194932749495e-05, 'learning_rate': 5.8411844104969916e-06, 'epoch': 2.67}
{'loss': 0.0, 'grad_norm': 4.5160293666413054e-05, 'learning_rate': 5.562362976251901e-06, 'epoch': 2.68}
{'loss': 0.0, 'grad_norm': 4.3615254980977625e-05, 'learning_rate': 5.290169500525577e-06, 'epoch': 2.69}
{'loss': 0.0, 'grad_norm': 4.336035635787994e-05, 'learning_rate': 5.024623086793323e-06, 'epoch': 2.7}
{'loss': 0.0, 'grad_norm': 4.3698488298105076e-05, 'learning_rate': 4.765742372016735e-06, 'epoch': 2.7}
{'loss': 0.0, 'grad_norm': 4.494447784963995e-05, 'learning_rate': 4.513545525335705e-06, 'epoch': 2.71}
{'loss': 0.0, 'grad_norm': 4.5691260311286896e-05, 'learning_rate': 4.268050246793276e-06, 'epoch': 2.72}
{'loss': 0.0, 'grad_norm': 4.477312904782593e-05, 'learning_rate': 4.029273766093333e-06, 'epoch': 2.73}
{'loss': 0.0, 'grad_norm': 4.594858182827011e-05, 'learning_rate': 3.797232841391407e-06, 'epoch': 2.74}
{'loss': 0.0, 'grad_norm': 4.506359255174175e-05, 'learning_rate': 3.5719437581185454e-06, 'epoch': 2.74}
{'loss': 0.0, 'grad_norm': 4.555160194286145e-05, 'learning_rate': 3.3534223278382405e-06, 'epoch': 2.75}
{'loss': 0.0, 'grad_norm': 4.39487375842873e-05, 'learning_rate': 3.1416838871368924e-06, 'epoch': 2.76}
{'loss': 0.0, 'grad_norm': 4.3620959331747144e-05, 'learning_rate': 2.936743296547273e-06, 'epoch': 2.77}
{'loss': 0.0, 'grad_norm': 4.433640788192861e-05, 'learning_rate': 2.738614939505646e-06, 'epoch': 2.78}
{'loss': 0.0, 'grad_norm': 4.4500517105916515e-05, 'learning_rate': 2.5473127213422763e-06, 'epoch': 2.78}
{'loss': 0.0, 'grad_norm': 4.434582660906017e-05, 'learning_rate': 2.3628500683055222e-06, 'epoch': 2.79}
{'loss': 0.0, 'grad_norm': 4.604045898304321e-05, 'learning_rate': 2.1852399266194314e-06, 'epoch': 2.8}
{'loss': 0.0, 'grad_norm': 4.510417420533486e-05, 'learning_rate': 2.014494761575314e-06, 'epoch': 2.81}
{'loss': 0.0, 'grad_norm': 4.5576565753435716e-05, 'learning_rate': 1.8506265566567094e-06, 'epoch': 2.82}
{'loss': 0.0, 'grad_norm': 4.335416087997146e-05, 'learning_rate': 1.6936468126984572e-06, 'epoch': 2.82}
{'loss': 0.0, 'grad_norm': 4.4909837015438825e-05, 'learning_rate': 1.543566547079467e-06, 'epoch': 2.83}
{'loss': 0.0, 'grad_norm': 4.52631211373955e-05, 'learning_rate': 1.400396292949513e-06, 'epoch': 2.84}
{'loss': 0.0, 'grad_norm': 4.5159478759160265e-05, 'learning_rate': 1.26414609848996e-06, 'epoch': 2.85}
{'loss': 0.0, 'grad_norm': 4.432785135577433e-05, 'learning_rate': 1.134825526208605e-06, 'epoch': 2.86}
{'loss': 0.0, 'grad_norm': 4.338828148320317e-05, 'learning_rate': 1.0124436522684243e-06, 'epoch': 2.86}
{'loss': 0.0, 'grad_norm': 4.49658946308773e-05, 'learning_rate': 8.970090658507291e-07, 'epoch': 2.87}
{'loss': 0.0, 'grad_norm': 4.487604746827856e-05, 'learning_rate': 7.885298685522235e-07, 'epoch': 2.88}
{'loss': 0.0, 'grad_norm': 4.533738683676347e-05, 'learning_rate': 6.870136738164612e-07, 'epoch': 2.89}
{'loss': 0.0, 'grad_norm': 4.526551492745057e-05, 'learning_rate': 5.924676063995382e-07, 'epoch': 2.9}
{'loss': 0.0, 'grad_norm': 4.3892578105442226e-05, 'learning_rate': 5.048983018699827e-07, 'epoch': 2.9}
{'loss': 0.0, 'grad_norm': 4.346496280049905e-05, 'learning_rate': 4.2431190614309335e-07, 'epoch': 2.91}
{'loss': 0.0, 'grad_norm': 4.548207652987912e-05, 'learning_rate': 3.50714075049563e-07, 'epoch': 2.92}
{'loss': 0.0, 'grad_norm': 4.478812843444757e-05, 'learning_rate': 2.841099739386066e-07, 'epoch': 2.93}
{'loss': 0.0, 'grad_norm': 4.532020102487877e-05, 'learning_rate': 2.2450427731534053e-07, 'epoch': 2.94}
{'loss': 0.0, 'grad_norm': 4.4479300413513556e-05, 'learning_rate': 1.7190116851280026e-07, 'epoch': 2.94}
{'loss': 0.0, 'grad_norm': 4.532735692919232e-05, 'learning_rate': 1.2630433939825327e-07, 'epoch': 2.95}
{'loss': 0.0, 'grad_norm': 4.5650096581084654e-05, 'learning_rate': 8.771699011416168e-08, 'epoch': 2.96}
{'loss': 0.0, 'grad_norm': 4.5271310227690265e-05, 'learning_rate': 5.6141828853573106e-08, 'epoch': 2.97}
{'loss': 0.0, 'grad_norm': 4.500322393141687e-05, 'learning_rate': 3.1581071670006015e-08, 'epoch': 2.98}
{'loss': 0.0, 'grad_norm': 4.4449705455917865e-05, 'learning_rate': 1.4036442321962995e-08, 'epoch': 2.98}
{'loss': 0.0, 'grad_norm': 4.55081244581379e-05, 'learning_rate': 3.509172151938689e-09, 'epoch': 2.99}
{'loss': 0.0, 'grad_norm': 4.4942360545974225e-05, 'learning_rate': 0.0, 'epoch': 3.0}
{'train_runtime': 2262.1411, 'train_samples_per_second': 2.652, 'train_steps_per_second': 0.166, 'train_loss': 0.031594115985876366, 'epoch': 3.0}
TrainOutput(global_step=375, training_loss=0.031594115985876366, metrics={'train_runtime': 2262.1411, 'train_samples_per_second': 2.652, 'train_steps_per_second': 0.166, 'total_flos': 2.82846296014848e+17, 'train_loss': 0.031594115985876366, 'epoch': 3.0})
